Tweet,Date
"While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which was 47%...and this despite massive negative Trump coverage & Russia hoax!",29-Dec-17
"In the East, it could be the COLDEST New Yearâ€™s Eve on record. Perhaps we could use a little bit of that good old Global Warming that our Country, but not other countries, was going to pay TRILLIONS OF DOLLARS to protect against. Bundle up!",28-Dec-17
"Together, we are MAKING AMERICA GREAT AGAIN! https://instagram.com/p/BdQ5D6Xgd7P/ ",28-Dec-17
"â€œArrests of MS-13 Members, Associates Up 83% Under Trumpâ€ù",27-Dec-17
"Congratulations to the 2017 @PinstripeBowl (Yankee Stadium) Champions, Iowa @HawkeyeFootball!",27-Dec-17
"#ThrowbackThursdays @realDonaldTrump ",28-Dec-17
â€œThe Trump economy is booming.â€ù One thing @realDonaldTrump â€œhas done that has received little attention despite arguably driving todayâ€™s economic boom is his decision to declare war on the regulatory state.â€ù #Deregulation,28-Dec-17
"I've been saying it for a long, long time. #NoKo",28-Dec-17
Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen!,28-Dec-17
Retail sales are at record numbers. Weâ€™ve got the economy going better than anyone ever dreamt - and you havenâ€™t seen anything yet!,28-Dec-17
"Vanity Fair, which looks like it is on its last legs, is bending over backwards in apologizing for the minor hit they took at Crooked H. Anna Wintour, who was all set to be Amb to Court of St Jamesâ€™s & a big fundraiser for CH, is beside herself in grief & begging for forgiveness!",28-Dec-17
"â€œOn 1/20 - the day Trump was inaugurated - an estimated 35,000 ISIS fighters held approx 17,500 square miles of territory in both Iraq and Syria. As of 12/21, the U.S. military est the remaining 1,000 or so fighters occupy roughly 1,900 square miles..â€ù @jamiejmcintyre @dcexaminer",27-Dec-17
"Just left West Palm Beach Fire & Rescue #2. Met with great men and women as representatives of those who do so much for all of us. Firefighters, paramedics, first responders - what amazing people they are!",27-Dec-17
"All signs are that business is looking really good for next year, only to be helped further by our Tax Cut Bill. Will be a great year for Companies and JOBS! Stock Market is poised for another year of SUCCESS!",26-Dec-17
"WOW, @foxandfrlends  â€œDossier is bogus. Clinton Campaign, DNC funded Dossier. FBI CANNOT (after all of this time) VERIFY CLAIMS IN DOSSIER OF RUSSIA/TRUMP COLLUSION. FBI TAINTED.â€ù And they used this Crooked Hillary pile of garbage as the basis for going after the Trump Campaign!",26-Dec-17
"Based on the fact that the very unfair and unpopular Individual Mandate has been terminated as part of our Tax Cut Bill, which essentially Repeals (over time) ObamaCare, the Democrats & Republicans will eventually come together and develop a great new HealthCare plan!",26-Dec-17
"I hope everyone is having a great Christmas, then tomorrow itâ€™s back to work in order to Make America Great Again (which is happening faster than anyone anticipated)!",25-Dec-17
We should all take a moment to say a prayer for those who paid the ultimate price  â€” Their bravery and sacrifice allows us to live in the greatest country in the world. #USA #ArlingtonNationalCemetery #Christmas ,25-Dec-17
MERRY CHRISTMAS!!!,25-Dec-17
MERRY CHRISTMAS!!,24-Dec-17
People are proud to be saying Merry Christmas again. I am proud to have led the charge against the assault of our cherished and beautiful phrase. MERRY CHRISTMAS!!!!!,24-Dec-17
"The Tax Cut/Reform Bill, including Massive Alaska Drilling and the Repeal of the highly unpopular Individual Mandate, brought it all together as to what an incredible year we had. Donâ€™t let the Fake News convince you otherwise...and our insider Polls are strong!",24-Dec-17
"The Fake News refuses to talk about how Big and how Strong our BASE is. They show Fake Polls just like they report Fake News. Despite only negative reporting, we are doing well - nobody is going to beat us. MAKE AMERICA GREAT AGAIN!",24-Dec-17
Thank you President TRUMP!!,23-Dec-17
".@FoxNews-FBIâ€™s Andrew McCabe, â€œin addition to his wife getting all of this money from M (Clinton Puppet), he was using, allegedly, his FBI Official Email Account to promote her campaign. You obviously cannot do this. These were the people who were investigating Hillary Clinton.â€ù",24-Dec-17
"Remember, the Republicans are 5-0 in Congressional races this year. In Senate, I said Roy M would lose in Alabama and supported Big Luther Strange - and Roy lost. Virginia candidate was not a â€œTrumper,â€ù and he lost.  Good Republican candidates will win BIG!",23-Dec-17
"The Stock Market is setting record after record and unemployment is at a 17 year low. So many things accomplished by the Trump Administration, perhaps more than any other President in first year. Sadly, will never be reported correctly by the Fake News Media!",23-Dec-17
"Wow, â€œFBI lawyer James Baker reassigned,â€ù according to @FoxNews.",23-Dec-17
FBI Deputy Director Andrew McCabe is racing the clock to retire with full benefits. 90 days to go?!!!,23-Dec-17
"How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakinâ€™ James Comey, of the Phony Hillary Clinton investigation (including her 33,000 illegally deleted emails) be given $700,000 for wifeâ€™s campaign by Clinton Puppets during investigation?",23-Dec-17
#JournalismIsDead,23-Dec-17
"Remember, the most hated part of ObamaCare is the Individual Mandate, which is being terminated under our just signed Tax Cut Bill.",22-Dec-17
"Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks: http://45.wh.gov/TaxCuts ",22-Dec-17
"The United Nations Security Council just voted 15-0 in favor of additional Sanctions on North Korea. The World wants Peace, not Death!",22-Dec-17
"Congressman Ron DeSantis is a brilliant young leader, Yale and then Harvard Law, who would make a GREAT Governor of Florida. He loves our Country and is a true FIGHTER!",22-Dec-17
"95% of Americans will pay less or, at worst, the same amount of taxes (mostly far less). The Dems only want to raise your taxes!",22-Dec-17
Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much needed 4 billion dollar missile defense bill.,22-Dec-17
"With all my Administration has done on Legislative Approvals (broke Harry Trumanâ€™s Record), Regulation Cutting, Judicial Appointments, Building Military, VA, TAX CUTS & REFORM, Record Economy/Stock Market and so much more, I am sure great credit will be given by mainstream news?",22-Dec-17
"â€œThe President has accomplished some absolutely historic things during this past year.â€ù Thank you Charlie Kirk of Turning Points USA. Sadly, the Fake Mainstream Media will NEVER talk about our accomplishments in their end of year reviews. We are compiling a long & beautiful list.",22-Dec-17
"At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan fashion. Infrastructure would be a perfect place to start. After having foolishly spent $7 trillion in the Middle East, it is time to start rebuilding our country!",22-Dec-17
So true!,22-Dec-17
"Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of â€œloveâ€ù - that is big companies and corporations showering their workers with bonuses. This is a phenomenon that nobody even thought of, and now it is the rage. Merry Christmas!",22-Dec-17
"THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together, we are MAKING AMERICA GREAT AGAIN! https://instagram.com/p/Bc-U59UAVws/ ",21-Dec-17
"House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts. House Republicans, donâ€™t let this happen. Pass the C.R. TODAY and keep our Government OPEN!",21-Dec-17
Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN,21-Dec-17
Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success!,21-Dec-17
"The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bosses, will soon be kicking in and will speak for themselves. Companies are already making big payments to workers. Dems want to raise taxes, hate these big Cuts!",21-Dec-17
WE ARE MAKING AMERICA GREAT AGAIN!,20-Dec-17
"We are delivering HISTORIC TAX RELIEF for the American people!#TaxCutsandJobsAct",20-Dec-17
"Together, we are MAKING AMERICA GREAT AGAIN!",20-Dec-17
I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically & politically on the passing in the Senate of the MASSIVE TAX CUT & Reform Bill. I could have not asked for a better or more talented partner. Our team will go onto many more VICTORIES!,20-Dec-17
"The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their friends, the defeated Dems, and only demean. This is truly a case where the results will speak for themselves, starting very soon. Jobs, Jobs, Jobs!",20-Dec-17
"The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate (ObamaCare)Repealed. Goes to the House tomorrow morning for final vote. If approved, there will be a News Conference at The White House at approximately 1:00 P.M.",19-Dec-17
"Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great House Republicans who voted in favor of cutting your taxes!",19-Dec-17
A  story in the @washingtonpost that I was close to â€œrescindingâ€ù the nomination of Justice Gorsuch prior to confirmation is FAKE NEWS. I never even wavered and am very proud of him and the job he is doing as a Justice of the U.S. Supreme Court. The unnamed sources donâ€™t exist!,19-Dec-17
"Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope and size. Immediate expensing will have a big impact. Biggest Tax Cuts and Reform EVER passed. Enjoy, and create many beautiful JOBS!",19-Dec-17
DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!,19-Dec-17
"Together, our task is to strengthen our families, to build up our communities, to serve our citizens, and to celebrate AMERICAN GREATNESS as a shining example to the world....",18-Dec-17
"With the strategy that I announced today, we are declaring that AMERICA is in the game and AMERICA is DETERMINED to WIN!OUR FOUR PILLARS OF NATIONAL SECURITY STRATEGY:",18-Dec-17
70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow!,18-Dec-17
Thank you Maria B!,18-Dec-17
So true Ivanka!,18-Dec-17
"As the world watches, we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will be the BIGGEST TAX CUT and TAX REFORM in the HISTORY of our country!",18-Dec-17
"When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On November 8, 2016, you voted to MAKE AMERICA GREAT AGAIN!",18-Dec-17
"Over the past 11 months, I have travelled tens of thousands of miles, to visit 13 countries. I have met with more than 100 world leaders and everywhere I traveled, it was my highest privilege and greatest honor to represent the AMERICAN PEOPLE!",18-Dec-17
Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State. We are closely monitoring the situation and coordinating with local authorities...,18-Dec-17
"My thoughts and prayers are with everyone involved in the train accident in DuPont, Washington. Thank you to all of our wonderful First Responders who are on the scene. We are currently monitoring here at the White House.",18-Dec-17
"The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructure plan must be approved quickly. Seven trillion dollars spent in the Middle East while our roads, bridges, tunnels, railways (and more) crumble! Not for long!",18-Dec-17
Ivanka Trump will be interviewed on @foxandfriends.,18-Dec-17
"Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie and Moore would lose (for very different reasons), and they did. I also predicted  â€œIâ€ù would win. Republicans will do well in 2018, very well! @foxandfriends",18-Dec-17
"More than a century after conquering flight, the #WrightBrothers continue to motivate & inspire Americans, who never tire of exploration & innovation. This GREAT AMERICAN SPIRIT can be found in the design of every new supersonic jet and next generation: http://45.wh.gov/WrightBrothers ",17-Dec-17
Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the @WhiteHouse now.,17-Dec-17
"As a candidate, I promised we would pass a massive TAX CUT for the everyday working American families who are the backbone and the heartbeat of our country. Now, we are just days away...",17-Dec-17
WEEKLY ADDRESS,16-Dec-17
"TAX CUTS will increase investment in the American economy and in U.S. workers, leading to higher growth, higher wages, and more JOBS!",16-Dec-17
"Congratulations to two great and hardworking guys, Corey Lewandowski and David Bossie, on the success of their just out book, â€œLet Trump Be Trump.â€ù Finally people with real knowledge are writing about our wonderful and exciting campaign!",16-Dec-17
"Great job Kevin, we are all proud of you!",15-Dec-17
"A lot of tough decisions got us to this point, but weâ€™re closer than weâ€™ve been in 30+ years to a fairer tax code that keeps more money in the pockets of hardworking Americans. Proud to sign my name to the Conference Report. READ THE BILL>> http://noem.house.gov/taxreform ",15-Dec-17
"For individuals and families, the final Tax Cuts & Jobs Act:lowers individual taxesnearly doubles the standard deductionexpands the Child Tax Creditrepeals Obamacareâ€™s individual mandatepreserves the mortgage interest deduction",15-Dec-17
.@POTUS historic tax cuts + doubling of the child tax credit will do infinitely more to empower working moms than liberals' personal attacks on women they disagree with ever will.,15-Dec-17
"DOW, S&P 500 and NASDAQ close at record highs! #MAGA",15-Dec-17
"Today, it was my tremendous honor to visit Marine Helicopter Squadron One (HMX-1) at the Marine Corps Air Facility in Quantico, Virginia. I am honored to serve as your Commander-in-Chief. On behalf of an entire Nation, THANK YOU for your sacrifice and service. We love you!",15-Dec-17
"You are always there for us â€“ THE MEN AND WOMEN IN BLUE.Thank you to our police, thank you to our sheriffs, and thank you to our law enforcement families. God Bless you all, and GOD BLESS AMERICA! #LESM",15-Dec-17
"To each member of the graduating class from the National Academy at Quantico, CONGRATULATIONS!",15-Dec-17
It was my honor. THANK YOU!,15-Dec-17
.@realDonaldTrump is the Paycheck President. Learn how the tax bill will put more money in your pocket & how to contact Democrats who are trying to stop it:,14-Dec-17
â€œManufacturing Optimism Rose to Another All-Time High in the Latest @ShopFloorNAM Outlook Surveyâ€ù,14-Dec-17
"In 1960, there were approximately 20,000 pages in the Code of Federal Regulations. Today there are over 185,000 pages, as seen in the Roosevelt Room.Today, we CUT THE RED TAPE! It is time to SET FREE OUR DREAMS and MAKE AMERICA GREAT AGAIN!",14-Dec-17
"When Americans are free to thrive, innovate, & prosper, there is no challenge too great, no task too large, & no goal beyond our reach. We are a nation of explorers, pioneers, innovators & inventors. We are nation of people who work hard, dream big, & who never, ever give up...",14-Dec-17
"Today, we gathered in the Roosevelt Room for one single reason: to CUT THE RED TAPE! For many decades, an ever-growing maze of regs, rules, and restrictions has cost our country trillions of dollars, millions of jobs, countless American factories, & devastated entire industries.",14-Dec-17
"As a candidate, I promised we would pass a massive tax cut for the everyday, working Americans. If you make your voices heard, this moment will be forever remembered as a great new beginning â€“ the dawn of a brilliant American future shining with PATRIOTISM, PROSPERITY AND PRIDE!",14-Dec-17
"Republican Tax Cuts are looking very good. All are working hard. In the meantime, the Stock Market hit another record high!",14-Dec-17
Thank you Omarosa for your service! I wish you continued success.,13-Dec-17
"If last nightâ€™s election proved anything, it proved that we need to put up GREAT Republican candidates to increase the razor thin margins in both the House and Senate.",13-Dec-17
"Wow, more than 90% of Fake News Media coverage of me is negative, with numerous forced retractions of untrue stories. Hence my use of Social Media, the only way to get the truth out. Much of Mainstream Meadia has become a joke! @foxandfriends",13-Dec-17
"The reason I originally endorsed Luther Strange (and his numbers went up mightily), is that I said Roy Moore will not be able to win the General Election.  I was right! Roy worked hard but the deck was stacked against him!",13-Dec-17
"Congratulations to Doug Jones on a hard fought victory. The write-in votes played a very big factor, but a win is a win. The people of Alabama are great, and the Republicans will have another shot at this seat in a very short period of time. It never ends!",12-Dec-17
Wishing all of those celebrating #Hanukkah around the world a happy and healthy eight nights in the company of those they love. http://45.wh.gov/XpFsZu ,12-Dec-17
"Consumer Confidence is at an All-Time High, along with a Record High Stock Market. Unemployment is at a 17 year low. MAKE AMERICA GREAT AGAIN! Working to pass MASSIVE TAX CUTS (looking good).",12-Dec-17
"The people of Alabama will do the right thing. Doug Jones is Pro-Abortion, weak on Crime, Military and Illegal Immigration, Bad for Gun Owners and Veterans and against the WALL. Jones is a Pelosi/Schumer Puppet. Roy Moore will always vote with us. VOTE ROY MOORE!",12-Dec-17
"Lightweight Senator Kirsten Gillibrand, a total flunky for Chuck Schumer and someone who would come to my office â€œbeggingâ€ù for campaign contributions not so long ago (and would do anything for them), is now in the ring fighting against Trump. Very disloyal to Bill & Crooked-USED!",12-Dec-17
"Despite thousands of hours wasted and many millions of dollars spent, the Democrats have been unable to show any collusion with Russia - so now they are moving on to the false accusations and fabricated stories of women who I donâ€™t know and/or have never met. FAKE NEWS!",12-Dec-17
"Another false story, this time in the Failing @nytimes, that I watch 4-8 hours of television a day - Wrong!  Also, I seldom, if ever, watch CNN or MSNBC, both of which I consider Fake News. I never watch Don Lemon, who I once called the â€œdumbest man on television!â€ù Bad Reporting.",11-Dec-17
"Very little discussion of all the purposely false and defamatory stories put out this week by the Fake News Media. They are out of control - correct reporting means nothing to them. Major lies written, then forced to be withdrawn after they are exposed...a stain on America!",10-Dec-17
"Getting closer and closer on the Tax Cut Bill. Shaping up even better than projected. House and Senate working very hard and smart. End result will be not only important, but SPECIAL!",10-Dec-17
"Things are going really well for our economy, a subject the Fake News spends as little time as possible discussing! Stock Market hit another RECORD HIGH, unemployment is now at a 17 year low and companies are coming back into the USA. Really good news, and much more to come!",10-Dec-17
No American should be separated from their loved ones because of preventable crime committed by those illegally in our country. Our cities should be Sanctuaries for Americans â€“ not for criminal aliens!,9-Dec-17
Great Army - Navy Game. Army wins 14 to 13 and brings home the COMMANDER-IN-CHIEFâ€™S TROPHY! Congratulations!,9-Dec-17
".@daveweigel of the Washington Post just admitted that his picture was a FAKE (fraud?) showing an almost empty arena last night for my speech in Pensacola when, in fact, he knew the arena was packed (as shown also on T.V.). FAKE NEWS, he should be fired.",9-Dec-17
".@DaveWeigel @WashingtonPost put out a phony photo of an empty arena hours before I arrived @ the venue, w/ thousands of people outside, on their way in. Real photos now shown as I spoke. Packed house, many people unable to get in. Demand apology & retraction from FAKE NEWS WaPo!",9-Dec-17
"Have a great game today, @USArmy and @USNavy - I will be watching. We love our U.S. Military. On behalf of an entire Nation, THANK YOU for your sacrifice and service! #ArmyNavyGame #USA",9-Dec-17
"It was my great honor to celebrate the opening of two extraordinary museums-the Mississippi State History Museum & the Mississippi Civil Rights Museum. We pay solemn tribute to our heroes of the past & dedicate ourselves to building a future of freedom, equality, justice & peace.",9-Dec-17
"Heading to the great state of Mississippi at the invitation of their popular and respected Governor, @PhilBryantMS. Look forward to seeing the new Civil Rights Museum!",9-Dec-17
"CNNâ€™S slogan is CNN, THE MOST TRUSTED NAME IN NEWS. Everyone knows this is not true, that this could, in fact, be a fraud on the American Public. There are many outlets that are far more trusted than Fake News CNN. Their slogan should be CNN, THE LEAST TRUSTED NAME IN NEWS!",9-Dec-17
"Fake News CNN made a vicious and purposeful mistake yesterday. They were caught red handed, just like lonely Brian Ross at ABC News (who should be immediately fired for his â€œmistakeâ€ù). Watch to see if @CNN fires those responsible, or was it just gross incompetence?",9-Dec-17
"A big contingent of very enthusiastic Roy Moore fans at the rally last night. We canâ€™t have a Pelosi/Schumer Liberal Democrat, Jones, in that important Alabama Senate seat. Need your vote to Make America Great Again! Jones will always vote against what we must do for our Country.",9-Dec-17
"GREAT EVENING last night in Pensacola, Florida. Arena was packed to the rafters, the crowd was loud, loving and really smart. They definitely get whatâ€™s going on. Thank you Pensacola!",9-Dec-17
"We believe that every American should stand for the National Anthem, and we proudly pledge allegiance to one NATION UNDER GOD!",8-Dec-17
"This is your land, this is your home, and it's your voice that matters the most. So speak up, be heard, and fight, fight, fight for the change you've been waiting for your entire life!MERRY CHRISTMAS and THANK YOU Pensacola, Florida!",8-Dec-17
Just arrived at the Pensacola Bay Center. Join me LIVE on @FoxNews in 10 minutes! #MAGA,8-Dec-17
"On my way to Pensacola, Florida. See everyone soon! #MAGA",8-Dec-17
"â€œThe unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, the lowest ever recorded. The unemployment rate among Hispanics dropped to 4.7%, the lowest ever recorded...â€ù@SecretaryAcosta @USDOL",8-Dec-17
MAKE AMERICA GREAT AGAIN!,8-Dec-17
"Fines and penalties against Wells Fargo Bank for their bad acts against their customers and others will not be dropped, as has incorrectly been reported, but will be pursued and, if anything, substantially increased. I will cut Regs but make penalties severe when caught cheating!",8-Dec-17
"LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin for victory already. The Pelosi/Schumer Puppet Jones would vote against us 100% of the time. Heâ€™s bad on Crime, Life, Border, Vets, Guns & Military. VOTE ROY MOORE!",8-Dec-17
"Big crowd expected today in Pensacola, Florida, for a Make America Great Again speech. We have done so much in so short a period of time...and yet are planning to do so much more! See you there!",8-Dec-17
I fulfilled my campaign promise - others didnâ€™t!,7-Dec-17
"Tonight, @FLOTUS Melania and I were thrilled to welcome so many wonderful friends to the @WhiteHouse â€“ and wish them all a very #HappyHanukkahhttps://instagram.com/p/BcbeSTVgqNj/ ",7-Dec-17
"Across the battlefields, oceans, and harrowing skies of Europe and the Pacific throughout the war, one great battle cry could be heard by Americaâ€™s friends and foes alike:â€œREMEMBER PEARL HARBOR.â€ù",7-Dec-17
"Today, as we Remember Pearl Harbor, it was an incredible honor to be joined with surviving Veterans of the attack on 12/7/1941. They are HEROES, and they are living witnesses to American History. All American hearts are filled with gratitude for their service and their sacrifice.",7-Dec-17
"Today, the U.S. flag flies at half-staff at the @WhiteHouse, in honor of National Pearl Harbor Remembrance Day. https://instagram.com/p/BcaeCLLAEkl/ ",7-Dec-17
"Today, our entire nation pauses to REMEMBER PEARL HARBORâ€”and the brave warriors who on that day stood tall and fought for America. God Bless our HEROES who wear the uniform, and God Bless the United States of America. #PearlHarborRemembranceDay",7-Dec-17
"National Pearl Harbor Remembrance Day - â€œA day that will live in infamy!â€ù December 7, 1941",7-Dec-17
Go get the new book on Andrew Jackson by Brian Kilmeade...Really good. @foxandfriends,7-Dec-17
#MakeAmericaGreatAgain,7-Dec-17
"Jerusalem Embassy Act of â€˜95 (Senate vote 93-5 & I voted for it) states embassy should be in Jerusalem by 5/31/99. For 18 yrs, Rep + Dem presidents waived. Congrats Pres Trump for making this move. Amen!!!",6-Dec-17
I have determined that it is time to officially recognize Jerusalem as the capital of Israel. I am also directing the State Department to begin preparation to move the American Embassy from Tel Aviv to Jerusalem...,6-Dec-17
Join me live from the @WhiteHouse via #Periscope,6-Dec-17
Our thoughts and prayers are with everyone in the path of Californiaâ€™s wildfires. I encourage everyone to heed the advice and orders of local and state officials. THANK YOU to all First Responders for your incredible work!,6-Dec-17
MAKE AMERICA GREAT AGAIN!,6-Dec-17
"Time lapse video of the border wall prototypes, when they were being built in San Diego. Next phase underway: testing and evaluation period. #BuildTheWall #MAGA",5-Dec-17
"Join me this Friday in Pensacola, Florida at the Pensacola Bay Center! Tickets: https://www.donaldjtrump.com/rallies/pensacola-fl-dec-2017 â€_",5-Dec-17
"Yesterday, I was thrilled to be with so many WONDERFUL friends, in Utahâ€™s MAGNIFICENT Capitol.It was my honor to sign two Presidential Proclamations that will modify the national monuments designations of both Bears Ears and Grand Staircase Escalante...https://www.whitehouse.gov/the-press-office/2017/12/04/remarks-president-trump-antiquities-act-designations â€_",5-Dec-17
A must watch: Legal Scholar Alan Dershowitz was just on @foxandfriends talking of what is going on with respect to the greatest Witch Hunt in U.S. political history. Enjoy!,4-Dec-17
"With the great vote on Cutting Taxes, this could be a big day for the Stock Market - and YOU!",4-Dec-17
"Putting Pelosi/Schumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on taxes, tough on crime, strong on military and borders...& so much more. Look at your 401-kâ€™s since Election. Highest Stock Market EVER! Jobs are roaring back!",4-Dec-17
"Democrats refusal to give even one vote for massive Tax Cuts is why we need Republican Roy Moore to win in Alabama. We need his vote on stopping crime, illegal immigration, Border Wall, Military, Pro Life, V.A., Judges 2nd Amendment and more. No to Jones, a Pelosi/Schumer Puppet!",4-Dec-17
Report: â€œANTI-TRUMP FBI AGENT LED CLINTON EMAIL PROBEâ€ù  Now it all starts to make sense!,3-Dec-17
"People who lost money when the Stock Market went down 350 points based on the False and Dishonest reporting of Brian Ross of @ABC News (he has been suspended), should consider hiring a lawyer and suing ABC for the damages this bad reporting has caused - many millions of dollars!",3-Dec-17
"After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputation is in Tatters - worst in History! But fear not, we will bring it back to greatness.",3-Dec-17
"Tainted (no, very dishonest?) FBI â€œagentâ€™s role in Clinton probe under review.â€ù Led Clinton Email probe. @foxandfriends  Clinton money going to wife of another FBI agent in charge.",3-Dec-17
Such a total miscarriage of Justice in San Francisco!,3-Dec-17
"Wray needs to clean house. Now we know the politicization even worse than McCabe's ties to McAuliffe/Clinton. It also infected his top investigator PETER STRZOK, who sent texts bashing Trump & praising Hillary during campaign. Strzok led Hillary probe & supervised Trump probe!",2-Dec-17
BREAKING: top FBI investigator for Mueller--PETER STRZOK--busted sending political text messages bashing Trump & praising Hillary during the 2016 campaign. STRZOK actually LED the Hillary email probe & recommended clearing her; then was tapped to SUPERVISE the Trump Russia probe!,2-Dec-17
.@POTUS has done more to combat the addiction crisis than any other President.,29-Nov-17
The Trump effect: â€œThe U.S. economy is running at its full potential for the first time in a decadeâ€ù -WSJ,30-Nov-17
I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!,3-Dec-17
"Congratulations to @ABC News for suspending Brian Ross for his horrendously inaccurate and dishonest report on the Russia, Russia, Russia Witch Hunt. More Networks and â€œpapersâ€ù should do the same with their Fake News!",2-Dec-17
"Many people in our Country are asking what the â€œJusticeâ€ù Department is going to do about the fact that totally Crooked Hillary, AFTER receiving a subpoena from the United States Congress, deleted and â€œacid washedâ€ù 33,000 Emails? No justice!",2-Dec-17
"So General Flynn lies to the FBI and his life is destroyed, while Crooked Hillary Clinton, on that now famous FBI holiday â€œinterrogationâ€ù with no swearing in and no recording, lies many times...and nothing happens to her? Rigged system, or just a double standard?",2-Dec-17
Great job First Lady Melania!,2-Dec-17
"62 years ago this week, a brave seamstress in Montgomery, Alabama uttered one word that changed history...",2-Dec-17
I had to fire General Flynn because he lied to the Vice President and the FBI. He has pled guilty to those lies. It is a shame because his actions during the transition were lawful. There was nothing to hide!,2-Dec-17
Biggest Tax Bill and Tax Cuts in history just passed in the Senate. Now these great Republicans will be going for final passage. Thank you to House and Senate Republicans for your hard work and commitment!,2-Dec-17
We are one step closer to delivering MASSIVE tax cuts for working families across America. Special thanks to @SenateMajLdr Mitch McConnell and Chairman @SenOrrinHatch for shepherding our bill through the Senate. Look forward to signing a final bill before Christmas!,1-Dec-17
"Economists on the TAX CUTS and JOBS ACT:â€œThe enactment of a comprehensive overhaul - complete with a lower corporate tax rate - will IGNITE our ECONOMY with levels of GROWTH not SEEN IN GENERATIONS...â€ù",1-Dec-17
"The media has been speculating that I fired Rex Tillerson or that he would be leaving soon - FAKE NEWS! Heâ€™s not leaving and while we disagree on certain subjects, (I call the final shots) we work well together and America is highly respected again!https://instagram.com/p/BcLCXDYgQed/ ",1-Dec-17
President Trump proclaims today as #WorldAIDSDay: http://45.wh.gov/7EK66v ,1-Dec-17
Republicans Senators are working hard to pass the biggest Tax Cuts in the history of our Country. The Bill is getting better and better. This is a once in a generation chance. Obstructionist Dems trying to block because they think it is too good and will not be given the credit!,1-Dec-17
The jury was not told the killer of Kate was a 7 time felon. The Schumer/Pelosi Democrats are so weak on Crime that they will pay a big price in the 2018 and 2020 Elections.,1-Dec-17
"The Kate Steinle killer came back and back over the weakly protected Obama border, always committing crimes and being violent, and yet this info was not used in court. His exoneration is a complete travesty of justice. BUILD THE WALL!",1-Dec-17
A disgraceful verdict in the Kate Steinle case! No wonder the people of our Country are so angry with Illegal Immigration.,30-Nov-17
"The Christmas Story begins 2,000 years ago with a mother, a father, their baby son and the most extraordinary gift of allâ€”the gift of Godâ€™s love for all of humanity.Whatever our beliefs, we know that the birth of Jesus Christ and the story of his life...",30-Nov-17
"Today is a day that Iâ€™ve been looking very much forward to ALL YEAR LONG. It is one that you have heard me speak about many times before. Now, as President of the United States, it is my tremendous honor to finally wish America and the world, a very MERRY CHRISTMAS!",30-Nov-17
"Our FIFTH 1K milestone of 2017!#DOW24K #MAGA",30-Nov-17
"Today, it was my great honor to meet with the Crown Prince of Bahrain at the @WhiteHouse. Bahrain and the United States are important partners.During the Crown Princeâ€™s visit, he is advancing $9 BILLION in commercial deals, including finalizing the purchase of F-16â€™s...",30-Nov-17
Thank you @SenOrrinHatch. Letâ€™s continue MAKING AMERICA GREAT AGAIN! https://instagram.com/p/BcIYvnDAZkb/ ,30-Nov-17
